title,date,source,link,description
How JD Vance's hometown has won millions in climate investment that he calls a 'green scam' - Grist,"Sun, 22 Sep 2024 13:00:36 GMT",Grist,https://news.google.com/rss/articles/CBMitAFBVV95cUxNa3JvdDZkLU1zbXZDVTFYNWhsTmtGZjY0N3pwR0RlSEU1bUFCTlByRUhmSGtKZ0dJWm1YNHBZOFJiLTZQWlRHQnJOT1pWckRaX2diemROVVhZWm5KbERjbG1PZ0pVb2ZrYlRyLXF4aE80WUhLTXoybmtqSnRjWlhYdWlMR2t6NWM3bjN3R241dVZuYnZtN0JuOGI2ZmhnaGR1RDRkZGdleHlvLTU0bV83SER4LUY?oc=5,"<a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxNa3JvdDZkLU1zbXZDVTFYNWhsTmtGZjY0N3pwR0RlSEU1bUFCTlByRUhmSGtKZ0dJWm1YNHBZOFJiLTZQWlRHQnJOT1pWckRaX2diemROVVhZWm5KbERjbG1PZ0pVb2ZrYlRyLXF4aE80WUhLTXoybmtqSnRjWlhYdWlMR2t6NWM3bjN3R241dVZuYnZtN0JuOGI2ZmhnaGR1RDRkZGdleHlvLTU0bV83SER4LUY?oc=5"" target=""_blank"">How JD Vance's hometown has won millions in climate investment that he calls a 'green scam'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Grist</font>"
JD Vance's Response to Mark Robinson Question Sparks Online Mockery - Newsweek,"Sun, 22 Sep 2024 21:43:38 GMT",Newsweek,https://news.google.com/rss/articles/CBMinAFBVV95cUxQQ3JrWWhrUEhoRGtfZzVreFVkSGhSZzFNc3dlc3c5bTBSb201WTdpVHI4eWpacmh1M3ptcDdjSFVUOWNEQTY3SnQ2NUdlclBGdVcwdjcwWVNWYnJleW45cjFOU2Y5OW9tRFVnT01sRHlmX1F2dzFid0ZtVy1FYzBYWnh6MXZfV0Vzc3FTaWowMlB3blBmNGRaRmE2QzU?oc=5,"<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxQQ3JrWWhrUEhoRGtfZzVreFVkSGhSZzFNc3dlc3c5bTBSb201WTdpVHI4eWpacmh1M3ptcDdjSFVUOWNEQTY3SnQ2NUdlclBGdVcwdjcwWVNWYnJleW45cjFOU2Y5OW9tRFVnT01sRHlmX1F2dzFid0ZtVy1FYzBYWnh6MXZfV0Vzc3FTaWowMlB3blBmNGRaRmE2QzU?oc=5"" target=""_blank"">JD Vance's Response to Mark Robinson Question Sparks Online Mockery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Newsweek</font>"
J.D. Vance and the Rise of the ‘Postliberal’ Catholics - New York Magazine,"Sun, 22 Sep 2024 09:00:25 GMT",New York Magazine,https://news.google.com/rss/articles/CBMinAFBVV95cUxNV1RNY2swZzUxWWR2YldaRmF2VnY5NnV4Szg5X3ZFc1VIdXFTWm83UXFINElBOVJHektSdDgycnVkM2NVNDNwVEsxQmxFNmhZMnBSaUJ1ZDhqVWFzUG1ybHg2Y1lQRUFrWl9MbHZtYWZ6WE9kUUN6NXlMY1M3ZXJ5RERwbWVPejlLNVhNMHpmd0VmRGhnZ2RjN3VUaEI?oc=5,"<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxNV1RNY2swZzUxWWR2YldaRmF2VnY5NnV4Szg5X3ZFc1VIdXFTWm83UXFINElBOVJHektSdDgycnVkM2NVNDNwVEsxQmxFNmhZMnBSaUJ1ZDhqVWFzUG1ybHg2Y1lQRUFrWl9MbHZtYWZ6WE9kUUN6NXlMY1M3ZXJ5RERwbWVPejlLNVhNMHpmd0VmRGhnZ2RjN3VUaEI?oc=5"" target=""_blank"">J.D. Vance and the Rise of the ‘Postliberal’ Catholics</a>&nbsp;&nbsp;<font color=""#6f6f6f"">New York Magazine</font>"
"Vance’s team was told Haitian immigrant rumors were false before debate, Springfield mayor confirms - CNN","Sat, 21 Sep 2024 16:37:00 GMT",CNN,https://news.google.com/rss/articles/CBMimAFBVV95cUxQejhZcGZ2czIzbktnS2R5WVdfQ3RtUVd5bzdMZFJFUDZoYzl4SWFfaDNZbnBMUndQZWRfTTFvaVBoU0U5U1lMYzlRdndzM3B3ODExSUxfTFJCdEN6ajZKV3pqc2NuMFpPSHdrWXB5Vm04aDhlVFB1WXh3aHl3eG05MTFtaGU4OWNxWFJkTGZ4X2c4VmJmcy10a9IBjwFBVV95cUxOdmREN2Q1dUlodVJHWTFvaHBkLVFVZzQ1Z3lTQk9KTC1RbHpubE9ib2Ruc012WXVqSG5ZX3JWUVZmeFNGNUVEVHlkb0NwNEVGYWF0TXZDMGVjcnMyWFZxYW55ZlJuRktpSkd2REkyeVI2azZJdEdhcDFCMVk3WXlBdzFscTI3TDFnMm9icl9yUQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMimAFBVV95cUxQejhZcGZ2czIzbktnS2R5WVdfQ3RtUVd5bzdMZFJFUDZoYzl4SWFfaDNZbnBMUndQZWRfTTFvaVBoU0U5U1lMYzlRdndzM3B3ODExSUxfTFJCdEN6ajZKV3pqc2NuMFpPSHdrWXB5Vm04aDhlVFB1WXh3aHl3eG05MTFtaGU4OWNxWFJkTGZ4X2c4VmJmcy10a9IBjwFBVV95cUxOdmREN2Q1dUlodVJHWTFvaHBkLVFVZzQ1Z3lTQk9KTC1RbHpubE9ib2Ruc012WXVqSG5ZX3JWUVZmeFNGNUVEVHlkb0NwNEVGYWF0TXZDMGVjcnMyWFZxYW55ZlJuRktpSkd2REkyeVI2azZJdEdhcDFCMVk3WXlBdzFscTI3TDFnMm9icl9yUQ?oc=5"" target=""_blank"">Vance’s team was told Haitian immigrant rumors were false before debate, Springfield mayor confirms</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN</font>"
Childcare workers say JD Vance's idea to have family help out more with kids isn't feasible: 'Grandparents should not be the fallback' - Business Insider,"Sat, 21 Sep 2024 09:37:00 GMT",Business Insider,https://news.google.com/rss/articles/CBMinwFBVV95cUxNT25MTEw4ZWl6cVF5Q1dRcVFpOVJxLTB4NHZrZms4MUhuZlhOaEl3YjlwVU1fXzd6ZDRYYmFzb2ZlcmJGUjhfdlVxMl9FbGpoRktPMUYyVFA4MVloSDFUQS1ndXhxQUtzUjFIS0gyMkFKWmxPRTNUWXp0eVZUU1FiWjVFcjJZMnRVY1p2bmx4a0xyUEFOR2ctOWRSZUliakk?oc=5,"<a href=""https://news.google.com/rss/articles/CBMinwFBVV95cUxNT25MTEw4ZWl6cVF5Q1dRcVFpOVJxLTB4NHZrZms4MUhuZlhOaEl3YjlwVU1fXzd6ZDRYYmFzb2ZlcmJGUjhfdlVxMl9FbGpoRktPMUYyVFA4MVloSDFUQS1ndXhxQUtzUjFIS0gyMkFKWmxPRTNUWXp0eVZUU1FiWjVFcjJZMnRVY1p2bmx4a0xyUEFOR2ctOWRSZUliakk?oc=5"" target=""_blank"">Childcare workers say JD Vance's idea to have family help out more with kids isn't feasible: 'Grandparents should not be the fallback'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Insider</font>"
"On the Trail, Trump and Vance Sharpen a Nativist, Anti-Immigrant Tone - The New York Times","Sun, 22 Sep 2024 15:00:21 GMT",The New York Times,https://news.google.com/rss/articles/CBMifEFVX3lxTE5VMkE0OEdmWHJOQWR3bl9LR2xCa2ZYd1JVaFBjR2JJb181Q1dPc3FwSWluMVYtN1lJeHpxSllGc2RDYTRBZ0tDMVpCM3p6THI5NEhSSFROYnU0R0ZXRmk0d0FwOEVya2tvcjZUME81b2lsTEhFeEdudjB3Zzc?oc=5,"<a href=""https://news.google.com/rss/articles/CBMifEFVX3lxTE5VMkE0OEdmWHJOQWR3bl9LR2xCa2ZYd1JVaFBjR2JJb181Q1dPc3FwSWluMVYtN1lJeHpxSllGc2RDYTRBZ0tDMVpCM3p6THI5NEhSSFROYnU0R0ZXRmk0d0FwOEVya2tvcjZUME81b2lsTEhFeEdudjB3Zzc?oc=5"" target=""_blank"">On the Trail, Trump and Vance Sharpen a Nativist, Anti-Immigrant Tone</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>"
"J.D. Vance, Other Republicans, Refuse to Disavow Self-Proclaimed 'Black Nazi' Mark Robinson - Rolling Stone","Sun, 22 Sep 2024 16:11:56 GMT",Rolling Stone,https://news.google.com/rss/articles/CBMisgFBVV95cUxNV2gyNWttclBBcmMyc2dVR252YnF2VnowMHppV2RzRDNONXgzMjZ5WmF1X09oTmhOenVpYmlhU0V5dTF5T0s3UlhCTkZOMU9rckRWaWVwaXFhbkJSalBwV0NHblRWamloNXVYUmpkMUFzQXM2bWRKc3NjbS1YaE13TWFvcUZMNWpZSWNmcHRPUUdOWm5xSFdXUW5fWkpmZ3FySUZSOXU4alFqSXVPXzFPUDdB?oc=5,"<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxNV2gyNWttclBBcmMyc2dVR252YnF2VnowMHppV2RzRDNONXgzMjZ5WmF1X09oTmhOenVpYmlhU0V5dTF5T0s3UlhCTkZOMU9rckRWaWVwaXFhbkJSalBwV0NHblRWamloNXVYUmpkMUFzQXM2bWRKc3NjbS1YaE13TWFvcUZMNWpZSWNmcHRPUUdOWm5xSFdXUW5fWkpmZ3FySUZSOXU4alFqSXVPXzFPUDdB?oc=5"" target=""_blank"">J.D. Vance, Other Republicans, Refuse to Disavow Self-Proclaimed 'Black Nazi' Mark Robinson</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Rolling Stone</font>"
Democrats eager to fight Vance over ObamaCare rollback - The Hill,"Sun, 22 Sep 2024 16:00:00 GMT",The Hill,https://news.google.com/rss/articles/CBMikAFBVV95cUxQTzFURFk5QmROMFM5dTJWelVKSU93TXBkWVhJblJzS3c0aW9IeGtsT085cTUyam5HeGRSWFg1ZENPYV9YaTg2NGZ1dHZyRzFvQ25oeHNtRzMyUnJ3VTMzakYzNlJodmg0UG5QeUExY2g0bjFaLWU0c1Y3UDRNMXl4NF9NWmFhOURGWkw1TXh5LVnSAZYBQVVfeXFMUFBQMHdRcE5CWFBEWGd5ZW95VFNlbHFrVllFSnQ2RnEzMWJ3NEdubTU2S1ZKZVFXWFREVk9NeGRSZlY5TV92RVhxR2pvc3pMUnoyNUVwSGVnaElXeG9ZZHZSLWpaMmdMNTBmay10RFhtck1qWTc1U1IxTnlWRUZwbFdlLXZUa2hSZWEtend6ZlNjR3VvbFFB?oc=5,"<a href=""https://news.google.com/rss/articles/CBMikAFBVV95cUxQTzFURFk5QmROMFM5dTJWelVKSU93TXBkWVhJblJzS3c0aW9IeGtsT085cTUyam5HeGRSWFg1ZENPYV9YaTg2NGZ1dHZyRzFvQ25oeHNtRzMyUnJ3VTMzakYzNlJodmg0UG5QeUExY2g0bjFaLWU0c1Y3UDRNMXl4NF9NWmFhOURGWkw1TXh5LVnSAZYBQVVfeXFMUFBQMHdRcE5CWFBEWGd5ZW95VFNlbHFrVllFSnQ2RnEzMWJ3NEdubTU2S1ZKZVFXWFREVk9NeGRSZlY5TV92RVhxR2pvc3pMUnoyNUVwSGVnaElXeG9ZZHZSLWpaMmdMNTBmay10RFhtck1qWTc1U1IxTnlWRUZwbFdlLXZUa2hSZWEtend6ZlNjR3VvbFFB?oc=5"" target=""_blank"">Democrats eager to fight Vance over ObamaCare rollback</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Hill</font>"
I’ve Been Following J.D. Vance for Years. He’s Up to One of His Favorite Old Tricks. - Slate,"Thu, 19 Sep 2024 19:47:00 GMT",Slate,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOQTRGdmxQUnZUUVBPXzRRNzV4NU9QeEh2VTdOVmNhTjZsSXdwNDVsWjkxNExTV2Vjcy1oa3lGYnY4SkxrTml6aV94Y282OXBCcl8xMHJFQ0lwSXhvdWZXd2lLeFV1WjROdDk1MGhuQkw3NG9MVTgwWWY0NkJ1Uy1qUk4ybUhLM3dDc3dfSHNyU3AzVVowcVNBWjVMbzVzcUxtbXVlN3l4WUtqaXc?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxOQTRGdmxQUnZUUVBPXzRRNzV4NU9QeEh2VTdOVmNhTjZsSXdwNDVsWjkxNExTV2Vjcy1oa3lGYnY4SkxrTml6aV94Y282OXBCcl8xMHJFQ0lwSXhvdWZXd2lLeFV1WjROdDk1MGhuQkw3NG9MVTgwWWY0NkJ1Uy1qUk4ybUhLM3dDc3dfSHNyU3AzVVowcVNBWjVMbzVzcUxtbXVlN3l4WUtqaXc?oc=5"" target=""_blank"">I’ve Been Following J.D. Vance for Years. He’s Up to One of His Favorite Old Tricks.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Slate</font>"
JD Vance and Donald Trump Told To 'Stay Away' In Ohio Newspaper - Newsweek,"Sun, 22 Sep 2024 13:36:11 GMT",Newsweek,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNSEhOX3A0eEsxdV94MFVkTmZ3NG5NYnNXRHZTWk5qNmJoSnZqWFE2a2VkR2QyOThZOG9NckFrYWFMRzFNcmVWVk9zTGNJcUNHYW4tTmUwYXNaLXZaVk5pNG52X0NIbEJrWmZmWGJhcjJhZXRkZ1VaR3FnUWRQckNCVnctMkpORmFT?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxNSEhOX3A0eEsxdV94MFVkTmZ3NG5NYnNXRHZTWk5qNmJoSnZqWFE2a2VkR2QyOThZOG9NckFrYWFMRzFNcmVWVk9zTGNJcUNHYW4tTmUwYXNaLXZaVk5pNG52X0NIbEJrWmZmWGJhcjJhZXRkZ1VaR3FnUWRQckNCVnctMkpORmFT?oc=5"" target=""_blank"">JD Vance and Donald Trump Told To 'Stay Away' In Ohio Newspaper</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Newsweek</font>"
Opinion | Why JD Vance Dropped Into My Inbox - The New York Times,"Thu, 19 Sep 2024 18:28:06 GMT",The New York Times,https://news.google.com/rss/articles/CBMifEFVX3lxTE9HbUdBVW55VjFnMmY2ODFCTkJfcG92ZG5NM0RGbTZfS2s1QXJCbUFNR09hS0lhR1ZxdnZ5MllUNlNnQ3ZXa1NfcVVSa2RpS2sydmVIdHROdkg3eDlRWGNoZVpvd0FUdDZsRkI0cVYyZTdHNWJJeVlLQ0pDcUM?oc=5,"<a href=""https://news.google.com/rss/articles/CBMifEFVX3lxTE9HbUdBVW55VjFnMmY2ODFCTkJfcG92ZG5NM0RGbTZfS2s1QXJCbUFNR09hS0lhR1ZxdnZ5MllUNlNnQ3ZXa1NfcVVSa2RpS2sydmVIdHROdkg3eDlRWGNoZVpvd0FUdDZsRkI0cVYyZTdHNWJJeVlLQ0pDcUM?oc=5"" target=""_blank"">Opinion | Why JD Vance Dropped Into My Inbox</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>"
"Readers Write: ‘Childless cat ladies,’ JD Vance, crime, bear hunting - Star Tribune","Wed, 18 Sep 2024 22:33:30 GMT",Star Tribune,https://news.google.com/rss/articles/CBMiogFBVV95cUxQUnlRNkMwYU9LMW50bzctclJpLURkSWt6TTNmMEk2MXVyaWM5dWYtd1JKMC1IUXlwWUVkWmJqVmZEOUFpemJLeEdXOEVhdWhJRXJqM1c5R0pPM2NPVF9RekRyTGZOYzd3OU1kbmtIc0ZKSWYzM2xMc3doVDU2Vmg0VzFvN1RUTWtwUDlOWm1yNkdfb29TQjVCOXh6aWZrQ19BVkE?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxQUnlRNkMwYU9LMW50bzctclJpLURkSWt6TTNmMEk2MXVyaWM5dWYtd1JKMC1IUXlwWUVkWmJqVmZEOUFpemJLeEdXOEVhdWhJRXJqM1c5R0pPM2NPVF9RekRyTGZOYzd3OU1kbmtIc0ZKSWYzM2xMc3doVDU2Vmg0VzFvN1RUTWtwUDlOWm1yNkdfb29TQjVCOXh6aWZrQ19BVkE?oc=5"" target=""_blank"">Readers Write: ‘Childless cat ladies,’ JD Vance, crime, bear hunting</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Star Tribune</font>"
"Opinion | Every time JD Vance tells a story, a sinkhole swallows 30 people - The Washington Post","Tue, 17 Sep 2024 21:26:54 GMT",The Washington Post,https://news.google.com/rss/articles/CBMimAFBVV95cUxPSWxuZG82OGs0Y1lvRThuX0dhdGJLVWFaY2taU2xmUUVnaXpSNXdZejRWOGdFTk40SjNBb0lrUllmVE5sMTU4al9OTWRXQTJOZmVXcWNXR3hUM09iQkNZVk5yT3dreVRiUUoxQTdzT2JBY0FEZkZoQjNidURYcG1ndndUcmxyTU56WFlrN1c1MjF6UWpySTliWA?oc=5,"<a href=""https://news.google.com/rss/articles/CBMimAFBVV95cUxPSWxuZG82OGs0Y1lvRThuX0dhdGJLVWFaY2taU2xmUUVnaXpSNXdZejRWOGdFTk40SjNBb0lrUllmVE5sMTU4al9OTWRXQTJOZmVXcWNXR3hUM09iQkNZVk5yT3dreVRiUUoxQTdzT2JBY0FEZkZoQjNidURYcG1ndndUcmxyTU56WFlrN1c1MjF6UWpySTliWA?oc=5"" target=""_blank"">Opinion | Every time JD Vance tells a story, a sinkhole swallows 30 people</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Washington Post</font>"
Dems slammed JD Vance over VA privatization comments — but frustrated veterans are interested - New York Post ,"Sun, 22 Sep 2024 20:22:00 GMT",New York Post ,https://news.google.com/rss/articles/CBMitwFBVV95cUxOd055YWZmS3NadFRPNWpSRzZEVm9QTk9iRUQ3TjdHMjhPeDVyb1p4U3VIcllwd05LSWNwd0hxZjVkOWtnbXRRZFF5WVd6amNIT1p2ZVJ5cUxxcEVfVVhZVHFvVFdmWjhISXJ4QnZ0NG9hVDRYRDFwbE9MN1JHeXhpQTlUVjN2c09hbDg5R0xRUmxfcm9nQ3RGSzJYbFdrQXlkNFhKcGNtU1NVWDhiUTdaN1RBWHJEVDQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxOd055YWZmS3NadFRPNWpSRzZEVm9QTk9iRUQ3TjdHMjhPeDVyb1p4U3VIcllwd05LSWNwd0hxZjVkOWtnbXRRZFF5WVd6amNIT1p2ZVJ5cUxxcEVfVVhZVHFvVFdmWjhISXJ4QnZ0NG9hVDRYRDFwbE9MN1JHeXhpQTlUVjN2c09hbDg5R0xRUmxfcm9nQ3RGSzJYbFdrQXlkNFhKcGNtU1NVWDhiUTdaN1RBWHJEVDQ?oc=5"" target=""_blank"">Dems slammed JD Vance over VA privatization comments — but frustrated veterans are interested</a>&nbsp;&nbsp;<font color=""#6f6f6f"">New York Post </font>"
"Tucker Carlson, JD Vance in Hershey: Most revealing moments - PennLive","Sun, 22 Sep 2024 04:48:00 GMT",PennLive,https://news.google.com/rss/articles/CBMipwFBVV95cUxPZnFkQlAzckc1QUhpRjU1RHhvUjVnYkw2SHJPNjJsQ19rNnJUMnFkSS1fMVA3QVM4QTQ2RXdYWFhHb2kzWEVyQWFSQV9ESGVEaHVmTHpjdjNKY0NJbUhRQkE5WkRiOTFXNVJVcmJlcVBwY01QTXpndk9EbXN2amlqcFhkS3AzRmhoNzVRcDd5MWFPUUZHd1Jkd2VfQXFUczlSN181QmR4a9IBuwFBVV95cUxNdERzS09NUEJrRzFkZ1QzeEZEdVlYLXp2UkpGU0F0MGY3NDBWMHRuZS04ckJjQ2xnSk85RVZzbFRnY0VuWW5GeXVfeTUxYWdtaDFjdWxxRVZHXzhxYjV5dU1JUnp4VFNxb0RyeGY0U1k3bzR0bFZsdk9ka0xMTlFHY3R1bzZObVllWVQxdlUyMHgtWEZCMEJrMmRUbDR1RGVwdHl2R2g4cVJBWFFneVhnUkpUS2tBVUNER3BJ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMipwFBVV95cUxPZnFkQlAzckc1QUhpRjU1RHhvUjVnYkw2SHJPNjJsQ19rNnJUMnFkSS1fMVA3QVM4QTQ2RXdYWFhHb2kzWEVyQWFSQV9ESGVEaHVmTHpjdjNKY0NJbUhRQkE5WkRiOTFXNVJVcmJlcVBwY01QTXpndk9EbXN2amlqcFhkS3AzRmhoNzVRcDd5MWFPUUZHd1Jkd2VfQXFUczlSN181QmR4a9IBuwFBVV95cUxNdERzS09NUEJrRzFkZ1QzeEZEdVlYLXp2UkpGU0F0MGY3NDBWMHRuZS04ckJjQ2xnSk85RVZzbFRnY0VuWW5GeXVfeTUxYWdtaDFjdWxxRVZHXzhxYjV5dU1JUnp4VFNxb0RyeGY0U1k3bzR0bFZsdk9ka0xMTlFHY3R1bzZObVllWVQxdlUyMHgtWEZCMEJrMmRUbDR1RGVwdHl2R2g4cVJBWFFneVhnUkpUS2tBVUNER3BJ?oc=5"" target=""_blank"">Tucker Carlson, JD Vance in Hershey: Most revealing moments</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PennLive</font>"
JD Vance says he's worried about a 'death spiral' in the US bond market. Here's what he's talking about. - Markets Insider,"Sun, 22 Sep 2024 12:31:00 GMT",Markets Insider,https://news.google.com/rss/articles/CBMirwFBVV95cUxPOFJkclVyNUR4UG9IT29YWUg1dmpkVlNuTS1GVkZJWUtFazRKdnhSZ1VGbFA1SlZpQ0pEQVNxcFpaR0E0dDZmdlQyQk5yRWk3UXloZWpabWNXN0owOUdvQ3hsVEdsaHRwNVN2bkhDdmFUS2NRQVhORUp6bFVMeVlad1ZhX2gya1ZSRmtmSVpndGJOMjhsVFozTzc5R1NJSGRMMzdCRW1UZFZGLVhHOEJz?oc=5,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxPOFJkclVyNUR4UG9IT29YWUg1dmpkVlNuTS1GVkZJWUtFazRKdnhSZ1VGbFA1SlZpQ0pEQVNxcFpaR0E0dDZmdlQyQk5yRWk3UXloZWpabWNXN0owOUdvQ3hsVEdsaHRwNVN2bkhDdmFUS2NRQVhORUp6bFVMeVlad1ZhX2gya1ZSRmtmSVpndGJOMjhsVFozTzc5R1NJSGRMMzdCRW1UZFZGLVhHOEJz?oc=5"" target=""_blank"">JD Vance says he's worried about a 'death spiral' in the US bond market. Here's what he's talking about.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Markets Insider</font>"
JD Vance’s mendacity has done damage to a city in his own state. How can he live with himself? Brent Larkin - cleveland.com,"Sun, 22 Sep 2024 09:44:00 GMT",cleveland.com,https://news.google.com/rss/articles/CBMi5gFBVV95cUxNMmlJcDVKY1JqMEFvZ1JIZjV1Y21zSkRYSFhIWmJpeFVVX1RvYVBUbTA1aGFLSWd6WGg4S0VYQ0l1NXJmdlZVa0hWVDM0Z3haWmNWMEZPZTZQeHhGQVZxNTZxbm9FR1lXR3E2TW9UN2ZlUzZTSUVEbGlTempJWENnd2ViRENFUnJJUW5aNlVCdUE1SE1qZkdIRFdhb0R4NXJHbnNLU3RPS25vX1k3bnotdG1yeXpWYzBaVUoyLUtQbFk1OHo1WTVVQTRaZm1Ja0tObkl0Ri1kSWw4VmdVNUJmZWpFemlDd9IB-gFBVV95cUxOQUpKVjhMakxDNFRtZ3VzaTlGSkhIUVhISzBhOG9jV0R1OEI2ellSOXljVGo1Wng1eGZzbU5yaDNlSzdXUkpTS21kNDEyVTE2TVRLejB0Ykpic2tGenRMTU5BZFIzNXBBM05Jak5sVElzNnRLQjBHdTM3RjhzSTRyUVd5elQyM2JfVDV4dmhqZmdDOUV6eTlhY3pvdXdQQjVveTZGMkxjZDJQbzd6WVhWY05QYWVwSDExZ2Z2dzMwNnNwNTBRUTNicEFsY1lwYzZUZHU2TU1NeXhfRjR2U3JnbTQxSEp6Uk5YdDhneGJ5TF9HbGM3X29aLXR3?oc=5,"<a href=""https://news.google.com/rss/articles/CBMi5gFBVV95cUxNMmlJcDVKY1JqMEFvZ1JIZjV1Y21zSkRYSFhIWmJpeFVVX1RvYVBUbTA1aGFLSWd6WGg4S0VYQ0l1NXJmdlZVa0hWVDM0Z3haWmNWMEZPZTZQeHhGQVZxNTZxbm9FR1lXR3E2TW9UN2ZlUzZTSUVEbGlTempJWENnd2ViRENFUnJJUW5aNlVCdUE1SE1qZkdIRFdhb0R4NXJHbnNLU3RPS25vX1k3bnotdG1yeXpWYzBaVUoyLUtQbFk1OHo1WTVVQTRaZm1Ja0tObkl0Ri1kSWw4VmdVNUJmZWpFemlDd9IB-gFBVV95cUxOQUpKVjhMakxDNFRtZ3VzaTlGSkhIUVhISzBhOG9jV0R1OEI2ellSOXljVGo1Wng1eGZzbU5yaDNlSzdXUkpTS21kNDEyVTE2TVRLejB0Ykpic2tGenRMTU5BZFIzNXBBM05Jak5sVElzNnRLQjBHdTM3RjhzSTRyUVd5elQyM2JfVDV4dmhqZmdDOUV6eTlhY3pvdXdQQjVveTZGMkxjZDJQbzd6WVhWY05QYWVwSDExZ2Z2dzMwNnNwNTBRUTNicEFsY1lwYzZUZHU2TU1NeXhfRjR2U3JnbTQxSEp6Uk5YdDhneGJ5TF9HbGM3X29aLXR3?oc=5"" target=""_blank"">JD Vance’s mendacity has done damage to a city in his own state. How can he live with himself? Brent Larkin</a>&nbsp;&nbsp;<font color=""#6f6f6f"">cleveland.com</font>"
"Why Trump and Vance’s strategy is ‘say anything, make up anything’ - The Guardian US","Sun, 22 Sep 2024 11:00:00 GMT",The Guardian US,https://news.google.com/rss/articles/CBMimAFBVV95cUxNRVJOajI3Nkd6TGM4RnRpRll3clpfTmJyV1pYNm9iVGJFaHBjbDE2Q3dyakdhVTdMcG5HeUwyUG5mdURCNjY3YlNVUGJ2cDhZSWp0QzZ6bm1aajBUWENxcTRJa2FmYm9jdWhyWVdlLUhaRUc1RFo3VENCUnlPUUMzanZhNzloYzJZNThXSElUTkNXam9uMThzbdIBmAFBVV95cUxOc1hScmZqbXFhUTV1OGZSbmdXUzR1bVZqSnl0dUQ1VzQyZUFiUDY0R1pRaEVsM01Kc0pJbDlqSEJRNjdIVFp0ZFRvMXhLOEhpRWhoZXNqNWxZV2NkSm9CSzZxWGZ2cHBIN01FMnRtUHRVa29aWXFyNU9jNDZPSTVQVGlnZTVSTkxNNWZjTjE3OWtQelplcjAxSw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMimAFBVV95cUxNRVJOajI3Nkd6TGM4RnRpRll3clpfTmJyV1pYNm9iVGJFaHBjbDE2Q3dyakdhVTdMcG5HeUwyUG5mdURCNjY3YlNVUGJ2cDhZSWp0QzZ6bm1aajBUWENxcTRJa2FmYm9jdWhyWVdlLUhaRUc1RFo3VENCUnlPUUMzanZhNzloYzJZNThXSElUTkNXam9uMThzbdIBmAFBVV95cUxOc1hScmZqbXFhUTV1OGZSbmdXUzR1bVZqSnl0dUQ1VzQyZUFiUDY0R1pRaEVsM01Kc0pJbDlqSEJRNjdIVFp0ZFRvMXhLOEhpRWhoZXNqNWxZV2NkSm9CSzZxWGZ2cHBIN01FMnRtUHRVa29aWXFyNU9jNDZPSTVQVGlnZTVSTkxNNWZjTjE3OWtQelplcjAxSw?oc=5"" target=""_blank"">Why Trump and Vance’s strategy is ‘say anything, make up anything’</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Guardian US</font>"
